BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
1,"","adriano_sofri_si_1996","Sofri, Adriano & Sofri, Luca","Si allontanarono alla spicciolata - Le care riservate di polizia su Lotta Continua","",,,"","",1996,"Palermo","","","","","","","","Sellerio Ed.","","","","","","","","","Lotta_continua, PT-Die_Nachkriegslinke_in_Italien, Geschichte_der_Linken-Italien-Neue_Linke-Lotta_continua, Neue_Linke","",""
5,"","alfons_labisch_die_2001","Labisch, Alfons","Die 'hygienische Revolution' im medizinischen Denken. Medizinisches Wissen und ärztliches Handeln","",,,"","68--89",2001,"Berlin","Taschenbuchausgabe 2002
 Kein Bericht ","","Vernichten und Heilen - Der Nürnberger Ärzteprozeß und seine Folgen","","","","Ebbinghaus, Angelika & Dörner, Klaus","Aufbau Verlag","","","","","","","","","Medizingeschichte-Ärzte, Sozialpolitik, Medizingeschichte, Sozialhygiene, Medizingeschichte-Deutschland-20.Jhd.-1933-1945(NS), Public_Health, Lesen, Hygiene","",""
1,"","corrado_sannucci_lotta_1999","Sannucci, Corrado","Lotta continua - Gli uomini dopo","",,11,"","",1999,"Arezzo","","","","","","Fine millennio","","Limina","","","","","","","","","Geschichte_der_Linken-Italien-Neue_Linke, Lotta_continua, Geschichte_der_Linken, PT-Die_Nachkriegslinke_in_Italien, Geschichte_der_Linken-Italien-Neue_Linke-Lotta_continua","",""
1,"","philipp_sarasin_physiologie_1998","Sarasin, Philipp & Tanner, Jakob","Physiologie und industrielle Gesellschaft - Studien zur Verwissenschaftlichung des Körpers im 19. und 20. Jahrhundert","",,,"","",1998,"Frankfurt am Main","","","","","","","","Suhrkamp","","","","","","","","","Wissenschaftsgeschichte, Hit_der_Geschichtswissenschaft, Geschichte-Körpergeschichte","",""
1,"","stefan_seifert_lotta_1991","Seifert, Stefan","Lotta armata - Bewaffneter Kampf in Italien - Die Geschichte der Roten Brigaden","",,,"","",1991,"Berlin / Amsterdam","","","","","","","","Edition {ID} Archiv","","","","","","","","","PT-Die_Nachkriegslinke_in_Italien, Brigate_Rosse(Gruppe)","",""
1,"","libero_traversa_comunistimilano_2002","Traversa, Libero","Comunisti a Milano - I sessant'anni di vita del Pci a Milano tra storia e testionanza","",,,"","",2002,"Mailand","","","","","","","","Teti Ed.","","","","","","","","","Geschichte_der_Linken-Italien, Geschichte_der_Linken, PT-Die_Nachkriegslinke_in_Italien","",""
1,"","loh_fear_2002","Loh, Hannes & Güngör, Murat","Fear of a Kanak Planet – Hiphop zwischen Weltkultur und Nazi-Rap","",,,"","",2002,"Höfen","","","","","","","","Hannibal","","","","","","","","","Hit_der_Geschichtswissenschaft, {Jugendkulturen-Hiphop,}, Migration-Geschichte_der_Migration, {Kanak\_Attak,}, Hiphop,, Migrationspolitik-Deutschland-20._Jhd.-BRD, Migrationspolitik-Deutschland, Jugendkulturen,, Migration,","",""
1,"","guido_viale_die_1979","Viale, Guido","Die Träume liegen wieder auf der Straße","",,,"","",1979,"Berlin","","","","","","","","Wagenbach","","","","","","","","","PT-Die_Nachkriegslinke_in_Italien, Lotta_continua(Gruppe), Neue_Linke","",""
1,"","gaston_leroux_das_1978","Leroux, Gaston","Das Geheimnis des Gelben Zimmers","",,,"","",1978,"{Berlin/Ost}","erstmals 1908","","","","","","Walther, Klaus","Das Neue Berlin","","","","","","","","","Detektivroman, Detektive, Literatur-Frankreich, Literatur-Frankreich-20._Jhd., Literatur-Genre-Krimi_und_Thriller-Frankreich, Kriminalliteratur","",""
10,"","VlacicIlirikMatija1550","Ilirik, Matija Vlačić","Argumenta Psalmorum Sexaginta, Distributis ordine                  Versuum Sententiis ","",,,"","",1550,"Johannes A Lasco Bibliothek","Digitalni faksimil izdanja Frankfurt, 1550.","\url{http://www.jalb.de/agora/html/3360TABLE_OF_CONTENTS.html}","","","","","","","","","","","","","","Croatiae auctores Latini in rete","neo-latin, hrvlat-internet, Hrvatska, croala","",""
10,"","VlacicIlirikMatija1612b","Ilirik, Matija Vlačić","De translatione imperii Romani ad Germanos ","",,,"","",1612,"Herzog August Bibliothek, Wolfenbüttel ","Digitalni faksimil izdanja Frankfurt, 1612. ","\url{http://diglib.hab.de/wdb.php?dir=drucke/gl-1386}","","","","","","","","","","","","","","Croatiae auctores Latini in rete","neo-latin, hrvlat-internet, Hrvatska, croala","",""
5,"978-3-11-030927-0",".2013","","Die Verantwortung nicht der Industrie und der Politik überlassen ... Interview mit der Architektin Marina Stankovic und dem Diplom-Ingenieur Tobias Jortzick, Berlin","",,,"","65-90",2013,"Berlin and Boston","Bibliotheken; Libraries; Nachhaltige Architektur; Sustainable architecture","","The Green Library - Die grüne Bibliothek","","","IFLA Publications","Hauke, Petra; Latimer, Karen & Werner, Klaus Ulrich","{De Gruyter Saur}","","","","","","","Der Beitrag zeichnet ein Interview nach, das die Teilnehmer des Projektseminars „Von der Idee zum Buch“, durchgeführt im Wintersemester 2012/2013 am Berliner Institut für Bibliotheks- und Informationswissenschaft, zum Thema „Ökologische Nachhaltigkeit und Bibliotheken“ mit der Architektin Prof. Marina Stankovic und Dipl.-Ing. Tobias Jortzick geführt haben. Das Gespräch behandelt Aspekte wie die nach ökologischen Kriterien sinnvollste Architektur und Ausstattung von Bibliotheken, die Unmöglichkeit von Universalrezepten, den zwingenden Zusammenhang von Bau und Betrieb eines Gebäudes, die Rolle von Normen, die Wichtigkeit einer Gebäudedokumentation zur Sicherung der Nachhaltigkeit auch über die Planungs- und Bauphase hinaus, das Verhältnis zwischen Architekt, Bauherr(en) und Nutzer(n), die Frage der Kosten ‚grüner‘ Architektur, ökologische Nachhaltigkeit als Marketing-Faktor, energetische Sanierung als Chance, Vergleiche mit dem Ausland, schließlich die Verantwortung jedes Einzelnen und auch die der Bibliothek als Institution für die Verringerung des Ökologischen Fußabdrucks.","","greenbib","",""
9,"","gutierrezdenhoff1982wolfenbtteler","Gutiérrez-Denhoff, Martella","Der Wolfenbütteler Chansonnier: Wolfenbüttel, Herzog-August-Bibliothek, Codex Guelf. 287 Extrav. ; Unters. zu Repertoire u. Überlieferung e. Musikhs. d. 15. Jh. u. ihres Umkreises","",,,"","",1982,"","","","","","","","","","","","","","Uni Bonn","","","","dnb, Romanische_Sprach_und_Literaturwissenschaft, Musik","",""
5,"","weibel2007","Weibel, Peter","Web 2.0 und das Museum","",,,"","23-32",2007,"Baden-Baden","","http://www.mediaculture-online.de/fileadmin/bibliothek/weibel_web2.0/weibel_web2.0museum.pdf","Vom Betrachter zum Gestalter. Neue Medien in Museen – Strategien, Beispiele und Perspektiven für die Bildung","","","","Mangold, Michael; Weibel, Peter & Woletz, Julie","Nomos Verlagsgesellschaft","","","","","","","","Der vorliegende Beitrag ist die schriftliche Fassung der Keynote von Professor Peter Weibel im Rahmen der MAI-Tagung 2007 „museums and the internet“ am 10. Mai 2007.","web2.0, section-analyse, museum, bildung","",""
9,"","Zweifel.2005","Zweifel, Aron","Information Literacy Konzeption eines Teaching Library-Moduls am Beispiel der Fachhochschulbibliothek Frankfurt am Main","",,,"","",2005,"Frankfurt a.M.","","\url{http://www.fh-frankfurt.de/de/.media/bibliothek/aronzweifel_ilkonzeption_tlmoduls_fh_ffm.pdf}","","","","","","","","","","","{Fachhochschule Frankfurt a. M.}","","","Citavibeispielprojekt","CitaviBeispielProjekt, Informationskompetenz","",""
7,"","mangold2007bildung","Mangold, Michael","Bildung, Wissen, Narrativität. Wissensvermittlung durch Digital Storytelling nicht nur für Museen","",,,"","",2007,"","","http://www.mediaculture-online.de/fileadmin/bibliothek/mangold_web/mangold_bildung.pdf","","","","","","","","","","","","","","","narrativität, Digitales, storytelling, Geschichtenerzählen, digital","",""
7,"","steenweg1999projekt","Steenweg, Helge","Das Projekt "MultiMediaThek" (MMT) an der Gesamthochschulbibliothek Kassel","",,,"","",1999,"","Online-Publikation","http://kobra.bibliothek.uni-kassel.de/bitstream/urn:nbn:de:hebis:34-200603027103/6/BibTag1999-MMT.pdf","","","","","","","","","","","","","Im Informationszeitalter erhalten die Neuen Medien eine immer größer werdende Bedeutung. Lange Zeit galten gedruckte Informationen – häufig in Form von Büchern und Zeitschriften – als eigentliche Informationsquelle in den Bibliotheken. Mehr und mehr nehmen jedoch mittlerweile auch multimediale Anwendungen breiteren Raum ein, gilt es doch, sich den veränderten Lese- und insbesondere Informationsgewohnheiten anzupassen. Insbesondere sollen elektronische Informationsquellen und digitale Literatur erschlossen und bereitgestellt werden. Im Zuge dieser Entwicklung wurde durch die hessische Ministerin für Wissenschaft und Kunst am 11.11.1998 in der Gesamthochschulbibliothek Kassel eine neugeschaffene Multi-Media-Thek (MMT) eröffnet. In dieser Multimediathek sollen die Bibliotheksbenutzer die Möglichkeit erhalten, die Neuen Medien zu erkunden und gewinnbringend für ihre Fragestellungen einzusetzen. Neben den mittlerweile weiter verbreiteten Internetarbeitsplätzen haben die Benutzer Gelegenheit, an speziell ausgestatteten Arbeitsplätzen Audio- und Videoanwendungen zu testen. Die zur Verfügung stehenden Arbeitsplätze sind plattformübergreifend gestaltet, neben Windows NT-Rechnern können Macintosh-, Java- und Linux-Rechner benutzt werden. Alle PC-Systeme verfügen über hochauflösende Grafik- und Soundkarten, allerdings müssen zum Abhören von Audio-Medien, DVD’s oder Multimedia-CD’s entsprechende Kopfhörer aufgesetzt werden. Über WinCenter können auch auf Linux- und Macintosh-Rechnern CD-Applikationen aus dem GHB-internen CD-Server angewählt werden. Zur Auswahl stehen derzeit 140 Datenbanken, die zudem ergänzt werden durch entsprechende Datenbankzugriffe auf den Silverplatter-Server der GHB. In separaten Klein-Arbeitsräumen können Audio-Cassetten und Video-Bänder benutzt werden. Natürlich lassen sich auch herkömmliche Dias und Microfiches in den Räumen der MMT betrachten und Ausdrucke über den Reader-Printer bzw. über das Bibliotheksnetz auf einen zentralen Benutzer-Drucker (OCE-Drucksystem mit Entgeldregelung) machen. Als Auslegestelle für DIN-Normen kann im DIN-Katalog über Internet recherchiert und das Ergebnis der Recherche direkt im DIN-Bestand angesehen werden. In einem speziell eingerichteten Macintosh-Pool sind mittels Scanner, Grafikbearbeitungssoftware und OCR-Möglichkeit weitere Bedingungen für multimediales Arbeiten geschaffen. Sie sollen bei entsprechendem Bedarf um digitale Bildbearbeitung (Photo, Video) gegebenenfalls ergänzt werden. Die Bibliothek bietet in den Räumen der Multimediathek entsprechende Schulungen zur effektiven Nutzung der Rechnerausstattung an.","","1999, myown, bibliothek, MMT, multimedia, MultiMediaThek, ub, LRC, kassel","",""
1,"","GVK021985723","Otto, {Frieda}","Bibliographie wirtschafts- und sozialwissenschaftlicher Bibliographien","",,8,"","",1968,"Kiel","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+021985723&sourceid=fbw_bibsonomy","","","","Kieler Schrifttumskunden zu Wirtschaft und Gesellschaft","","Inst. für Weltwirtschaft, Bibliothek","","","","","","","","","Sozialwissenschaften, Bibliographie, Wirtschaftswissenschaften","",""
5,"978-3-11-030927-0","Olsen.2013","Olsen, Randy & McAfee, Christopher","Green and growing: The impact of a LEED library on an organization’s sustainable practices","",,,"","257-268",2013,"Berlin and Boston","LEED; Libraries; Sustainable buildings","","The Green Library - Die grüne Bibliothek","","","IFLA Publications","Hauke, Petra; Latimer, Karen & Werner, Klaus Ulrich","{De Gruyter Saur}","","","","","","","In 2009, the Church of Jesus Christ of Latter-day Saints opened a new library designed to meet the rigorous standards set by the U.S. Green Building Council for newly constructed facilities. The success of the project was officially recognized when the Church History Library received its Leadership in Energy and Environmental Design (LEED) certification. This paper will trace how building plans originally focused on preserving archival materials were expanded to address larger environmental concerns. Also explored will be the impact a single green facility can have on the sustainable practices of an entire organization. Topics covered will include the Church History Library, its mission and collections; the Leadership in Energy and Environmental Design programme; special environmental design characteristics of the Church History Library building; data on recycling efforts in the library and its parent organization; organizational impact of constructing a LEED-certified facility.Im Jahr 2009 eröffnete die Church of Jesus Christ of Latterday Saints eine neue Bibliothek, deren Entwurf den strengen Standards des U.S. Green Building Council für neu errichtete Gebäude entsprach. Der Erfolg des Projektes wurde in der Öffentlichkeit wahrgenommen, als die Church History Library ihr Zertifikat Leadership in Energy and Environmental Design (LEED) erhielt. Dieser Beitrag zeichnet nach, wie Neubaupläne, die ursprünglich auf die Erhaltung von Archivmaterialien abzielten, erweitert wurden, um weiterreichende, umweltbezogene Anliegen einzubeziehen. Es wird ferner der Einfluss untersucht, den ein einzelnes grünes Gebäude auf die nachhaltigen Praktiken der ganzen Trägerorganisation haben kann. Behandelt werden der Auftrag und die Sammlungen der Church History Library, das Leadership in Energy and Environmental Design Programm, die auf Nachhaltigkeit bezogenen Spezifika im Entwurf für das Church History Library Gebäude, Daten zu den Recylingmaßnahmen in der Bibliothek und ihrer Trägerorganisation sowie die Auswirkungen des Baus eines LEED zertifizierten Gebäudes auf die Trägerorganisation.","","greenbib","",""
9,"","yahyawi2003vergleichende","Yahyawi, Mehdi","Vergleichende Genexpressions-Analyse in cDNS-Bibliotheken des anterioren und posterioren olfaktorischen Bulbus und Identifizierung neuartiger Gene in einer embryonalen Maus-cDNS-Bibliothek mittels Oligonukleotid-Fingerprinting","",,,"","",2003,"","","","","","","","","","","","","","FU Berlin","","","","Biowissenschaften, dnb, Biologie","",""
7,"","riepl2004christof","Riepl, Christian","Christof Hardmeier/Eep Talstra/Alan Groves (Hg.): SESB. Stuttgarter Elektronische Studienbibel. Mit der Bibelsoftware von Libronix Digitaler Bibliothek. Stuttgart Deutsche Bibelgesellschaft 2004, [CD-ROM + Handbuch].","Jahrbuch für Computerphilologie",6,,"","n.p.",2004,"","","http://computerphilologie.digital-humanities.de/jg04/rezensionen/riepl.html","","","","","Braungart, Georg; Eibl, Karl & Jannidis, Fotis","Mentis Verlag","","","","","","","","","tadirah_meta:_assessing, tadirah_multimedia","",""
1,"9783487155623 3487155621","syre2017portale","Syré, Ludger; Seefeldt, Jürgen & Olms-Verlag, Georg","Portale zu Vergangenheit und Zukunft. Bibliotheken in Deutschland Im Auftrag von Bibliothek und Information Deutschland e.V. (BID) herausgegeben. Mit einem Vorwort von Heinz-Jürgen Lorenzen","",,,"","",2017,"","","http://www.worldcat.org/search?qt=worldcat_org_all&q=9783487155623","","","","","","","","","","","","","","","Deutschland, Statistik, Bildung, Geschichte, Bibliotheken","",""
1,"","GVK021935777","Otto, {Frieda}","Bibliographie wirtschafts- und sozialwissenschaftlicher Bibliographien","",,2,"","",1975,"Kiel","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+021935777&sourceid=fbw_bibsonomy","","","","Bibliographie wirtschafts- und sozialwissenschaftlicher Bibliographien","","Inst. für Weltwirtschaft., Bibliothek","","","","","","","","","imported","",""
9,"","sennewaldt1937miracles","Sennewaldt, Clothilde","Les "Miracles de Sainte Geneviève", neu hrsg. nach der einzigen Hs. 1131 der Pariser Bibliothek Sainte Geneviève: Ein Beitr. zur Geschichte d. Heiligenspieles im mittelalterlichen Frankreich","",,,"","",1937,"","","","","","","","","","","","","","","","","","dnb","",""
1,"","GVK130751332","?","Mitteilungen","",,,"","",1983,"Göttingen","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+130751332&sourceid=fbw_bibsonomy","","","","","","Bibliothek","","","","","","","","","imported","",""
1,"","GVK130725307","?","Verzeichnis der ausgewerteten Zeitschriften","",,,"","",1978,"Kiel","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+130725307&sourceid=fbw_bibsonomy","","","","","","Bibliothek","","","","","","","","","Volkswirtschaft:_Allgemeines","",""
9,"","margraf2005hochzeitspredigt","Margraf, Erik","Die Hochzeitspredigt der Frühen Neuzeit: mit einer Bibliographie der selbstständig erschienenen Hochzeitspredigtdrucke der Herzog-August-Bibliothek Wolfenbüttel, der Staats- und Stadtbibliothek Augsburg und der Universitätsbibliothek Augsburg","",,,"","",2005,"","","","","","","","","","","","","","Uni Augsburg","","","","Theologie, Christentum, dnb, Deutsche_Literatur","",""
9,"","margraf2005hochzeitspredigt","Margraf, Erik","Die Hochzeitspredigt der Frühen Neuzeit: mit einer Bibliographie der selbstständig erschienenen Hochzeitspredigtdrucke der Herzog-August-Bibliothek Wolfenbüttel, der Staats- und Stadtbibliothek Augsburg und der Universitätsbibliothek Augsburg","",,,"","",2005,"","","","","","","","","","","","","","Uni Augsburg","","","","Theologie, Christentum, dnb","",""
